"Sample","Patient","Cohort","ReadType","Read1","Read2"
"D2C10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F5_96PlateD2_C10_S65/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F5_96PlateD2_C10_S65/R2_001.fastq.gz"
"D2C11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E6_96PlateD2_C11_S54/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E6_96PlateD2_C11_S54/R2_001.fastq.gz"
"D2C12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F6_96PlateD2_C12_S66/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F6_96PlateD2_C12_S66/R2_001.fastq.gz"
"D2C2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F1_96PlateD2_C2_S61/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F1_96PlateD2_C2_S61/R2_001.fastq.gz"
"D2C3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E2_96PlateD2_C3_S50/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E2_96PlateD2_C3_S50/R2_001.fastq.gz"
"D2C4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F2_96PlateD2_C4_S62/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F2_96PlateD2_C4_S62/R2_001.fastq.gz"
"D2C5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E3_96PlateD2_C5_S51/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E3_96PlateD2_C5_S51/R2_001.fastq.gz"
"D2C6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F3_96PlateD2_C6_S63/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F3_96PlateD2_C6_S63/R2_001.fastq.gz"
"D2C7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E4_96PlateD2_C7_S52/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E4_96PlateD2_C7_S52/R2_001.fastq.gz"
"D2C8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F4_96PlateD2_C8_S64/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_F4_96PlateD2_C8_S64/R2_001.fastq.gz"
"D2C9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E5_96PlateD2_C9_S53/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_E5_96PlateD2_C9_S53/R2_001.fastq.gz"
"D2D1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G1_96PlateD2_D1_S73/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G1_96PlateD2_D1_S73/R2_001.fastq.gz"
"D2D10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H5_96PlateD2_D10_S89/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H5_96PlateD2_D10_S89/R2_001.fastq.gz"
"D2D11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G6_96PlateD2_D11_S78/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G6_96PlateD2_D11_S78/R2_001.fastq.gz"
"D2D12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H6_96PlateD2_D12_S90/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H6_96PlateD2_D12_S90/R2_001.fastq.gz"
"D2D2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H1_96PlateD2_D2_S85/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H1_96PlateD2_D2_S85/R2_001.fastq.gz"
"D2D3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G2_96PlateD2_D3_S74/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G2_96PlateD2_D3_S74/R2_001.fastq.gz"
"D2D4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H2_96PlateD2_D4_S86/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H2_96PlateD2_D4_S86/R2_001.fastq.gz"
"D2D5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G3_96PlateD2_D5_S75/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G3_96PlateD2_D5_S75/R2_001.fastq.gz"
"D2D6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H3_96PlateD2_D6_S87/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H3_96PlateD2_D6_S87/R2_001.fastq.gz"
"D2D7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G4_96PlateD2_D7_S76/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G4_96PlateD2_D7_S76/R2_001.fastq.gz"
"D2D8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H4_96PlateD2_D8_S88/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_H4_96PlateD2_D8_S88/R2_001.fastq.gz"
"D2D9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G5_96PlateD2_D9_S77/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_G5_96PlateD2_D9_S77/R2_001.fastq.gz"
"D2E1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I1_96PlateD2_E1_S97/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I1_96PlateD2_E1_S97/R2_001.fastq.gz"
"D2E10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J5_96PlateD2_E10_S113/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J5_96PlateD2_E10_S113/R2_001.fastq.gz"
"D2E11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I6_96PlateD2_E11_S102/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I6_96PlateD2_E11_S102/R2_001.fastq.gz"
"D2E12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J6_96PlateD2_E12_S114/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J6_96PlateD2_E12_S114/R2_001.fastq.gz"
"D2E2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J1_96PlateD2_E2_S109/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J1_96PlateD2_E2_S109/R2_001.fastq.gz"
"D2E3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I2_96PlateD2_E3_S98/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I2_96PlateD2_E3_S98/R2_001.fastq.gz"
"D2E4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J2_96PlateD2_E4_S110/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J2_96PlateD2_E4_S110/R2_001.fastq.gz"
"D2E5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I3_96PlateD2_E5_S99/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I3_96PlateD2_E5_S99/R2_001.fastq.gz"
"D2E6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J3_96PlateD2_E6_S111/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J3_96PlateD2_E6_S111/R2_001.fastq.gz"
"D2E7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I4_96PlateD2_E7_S100/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I4_96PlateD2_E7_S100/R2_001.fastq.gz"
"D2E8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J4_96PlateD2_E8_S112/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_J4_96PlateD2_E8_S112/R2_001.fastq.gz"
"D2E9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I5_96PlateD2_E9_S101/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_I5_96PlateD2_E9_S101/R2_001.fastq.gz"
"D2F1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K1_96PlateD2_F1_S121/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K1_96PlateD2_F1_S121/R2_001.fastq.gz"
"D2F10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L5_96PlateD2_F10_S137/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L5_96PlateD2_F10_S137/R2_001.fastq.gz"
"D2F11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K6_96PlateD2_F11_S126/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K6_96PlateD2_F11_S126/R2_001.fastq.gz"
"D2F12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L6_96PlateD2_F12_S138/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L6_96PlateD2_F12_S138/R2_001.fastq.gz"
"D2F2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L1_96PlateD2_F2_S133/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L1_96PlateD2_F2_S133/R2_001.fastq.gz"
"D2F3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K2_96PlateD2_F3_S122/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K2_96PlateD2_F3_S122/R2_001.fastq.gz"
"D2F4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L2_96PlateD2_F4_S134/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L2_96PlateD2_F4_S134/R2_001.fastq.gz"
"D2F5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K3_96PlateD2_F5_S123/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K3_96PlateD2_F5_S123/R2_001.fastq.gz"
"D2F6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L3_96PlateD2_F6_S135/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L3_96PlateD2_F6_S135/R2_001.fastq.gz"
"D2F7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K4_96PlateD2_F7_S124/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K4_96PlateD2_F7_S124/R2_001.fastq.gz"
"D2F8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L4_96PlateD2_F8_S136/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_L4_96PlateD2_F8_S136/R2_001.fastq.gz"
"D2F9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K5_96PlateD2_F9_S125/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_K5_96PlateD2_F9_S125/R2_001.fastq.gz"
"D2G1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M1_96PlateD2_G1_S145/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M1_96PlateD2_G1_S145/R2_001.fastq.gz"
"D2G10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N5_96PlateD2_G10_S161/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N5_96PlateD2_G10_S161/R2_001.fastq.gz"
"D2G11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M6_96PlateD2_G11_S150/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M6_96PlateD2_G11_S150/R2_001.fastq.gz"
"D2G12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N6_96PlateD2_G12_S162/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N6_96PlateD2_G12_S162/R2_001.fastq.gz"
"D2G2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N1_96PlateD2_G2_S157/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N1_96PlateD2_G2_S157/R2_001.fastq.gz"
"D2G3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M2_96PlateD2_G3_S146/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M2_96PlateD2_G3_S146/R2_001.fastq.gz"
"D2G4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N2_96PlateD2_G4_S158/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N2_96PlateD2_G4_S158/R2_001.fastq.gz"
"D2G5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M3_96PlateD2_G5_S147/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M3_96PlateD2_G5_S147/R2_001.fastq.gz"
"D2G6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N3_96PlateD2_G6_S159/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N3_96PlateD2_G6_S159/R2_001.fastq.gz"
"D2G7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M4_96PlateD2_G7_S148/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M4_96PlateD2_G7_S148/R2_001.fastq.gz"
"D2G8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N4_96PlateD2_G8_S160/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_N4_96PlateD2_G8_S160/R2_001.fastq.gz"
"D2G9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M5_96PlateD2_G9_S149/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_M5_96PlateD2_G9_S149/R2_001.fastq.gz"
"D2H1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O1_96PlateD2_H1_S169/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O1_96PlateD2_H1_S169/R2_001.fastq.gz"
"D2H10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P5_96PlateD2_H10_S185/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P5_96PlateD2_H10_S185/R2_001.fastq.gz"
"D2H11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O6_96PlateD2_H11_S174/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O6_96PlateD2_H11_S174/R2_001.fastq.gz"
"D2H12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P6_96PlateD2_H12_S186/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P6_96PlateD2_H12_S186/R2_001.fastq.gz"
"D2H2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P1_96PlateD2_H2_S181/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P1_96PlateD2_H2_S181/R2_001.fastq.gz"
"D2H3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O2_96PlateD2_H3_S170/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O2_96PlateD2_H3_S170/R2_001.fastq.gz"
"D2H4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P2_96PlateD2_H4_S182/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P2_96PlateD2_H4_S182/R2_001.fastq.gz"
"D2H5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O3_96PlateD2_H5_S171/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O3_96PlateD2_H5_S171/R2_001.fastq.gz"
"D2H6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P3_96PlateD2_H6_S183/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P3_96PlateD2_H6_S183/R2_001.fastq.gz"
"D2H7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O4_96PlateD2_H7_S172/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O4_96PlateD2_H7_S172/R2_001.fastq.gz"
"D2H8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P4_96PlateD2_H8_S184/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_P4_96PlateD2_H8_S184/R2_001.fastq.gz"
"D2H9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O5_96PlateD2_H9_S173/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova40PatchSeq/rawdata_human/PatchSeq_Run40_384Plate17_O5_96PlateD2_H9_S173/R2_001.fastq.gz"
"E2A1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A13_96PlateE2_A1_S205/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A13_96PlateE2_A1_S205/R2_001.fastq.gz"
"E2A10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B17_96PlateE2_A10_S233/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B17_96PlateE2_A10_S233/R2_001.fastq.gz"
"E2A11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A18_96PlateE2_A11_S210/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A18_96PlateE2_A11_S210/R2_001.fastq.gz"
