,0
13769,KY256423.1
13770,KY256616.1
13771,KY257478.1
13772,KY257906.1
13773,KY258133.1
13774,KY258182.1
13775,KY258924.1
13776,KY259014.1
13777,KY260185.1
13778,KY260230.1
13779,KY277064.1
13780,KY277858.1
13781,KY280275.1
13782,KY297097.1
13783,KY297190.1
13784,KY297785.1
13785,KY297895.1
13786,KY298074.1
13787,KY298890.1
13788,KY300179.1
13789,KY300381.1
13790,KY300550.1
13791,KY300642.1
13792,KY300686.1
13793,KY301601.1
13794,KY342835.1
13795,KY347197.1
13796,KY352995.1
13797,KY364000.1
13798,KY375226.1
13799,KY375270.1
13800,KY375330.1
13801,KY375731.1
13802,KY376291.1
13803,KY376891.1
13804,KY386032.1
13805,KY393396.1
13806,KY438434.1
13807,KY453839.1
13808,KY455081.1
13809,KY455132.1
13810,KY455265.1
13811,KY455421.1
13812,KY455973.1
13813,KY456292.1
13814,KY456350.1
13815,KY456980.1
13816,KY466351.1
13817,KY476804.1
13818,KY476813.1
13819,KY476819.1
13820,KY476820.1
13821,KY476821.1
13822,KY476829.1
13823,KY476830.1
13824,KY476838.1
13825,KY476843.1
13826,KY476845.1
13827,KY476854.1
13828,KY476855.1
13829,KY476856.1
13830,KY476871.1
13831,KY476873.1
13832,KY476874.1
13833,KY476877.1
13834,KY476883.1
13835,KY476885.1
13836,KY476893.1
13837,KY476903.1
13838,KY476917.1
13839,KY476918.1
13840,KY476921.1
13841,KY476929.1
13842,KY476930.1
13843,KY476932.1
13844,KY476933.1
13845,KY476936.1
13846,KY476939.1
13847,KY476941.1
13848,KY476943.1
13849,KY476947.1
13850,KY476952.1
13851,KY476957.1
13852,KY476958.1
13853,KY476959.1
13854,KY476964.1
13855,KY476968.1
13856,KY476970.1
13857,KY476973.1
13858,KY476979.1
13859,KY476987.1
13860,KY476995.1
13861,KY477007.1
13862,KY477017.1
13863,KY477036.1
13864,KY477038.1
13865,KY477050.1
13866,KY477060.1
13867,KY477066.1
13868,KY477074.1
13869,KY477081.1
13870,KY477092.1
13871,KY477100.1
13872,KY477109.1
13873,KY477116.1
13874,KY477124.1
13875,KY477130.1
13876,KY477134.1
13877,KY477154.1
13878,KY477155.1
13879,KY477163.1
13880,KY477164.1
13881,KY477169.1
13882,KY477181.1
13883,KY477184.1
13884,KY477195.1
13885,KY477199.1
13886,KY477201.1
13887,KY477206.1
13888,KY477213.1
13889,KY477215.1
13890,KY477220.1
13891,KY477229.1
13892,KY477231.1
13893,KY477245.1
13894,KY477249.1
13895,KY477252.1
13896,KY477254.1
13897,KY477255.1
13898,KY477260.1
13899,KY477261.1
13900,KY477264.1
13901,KY477265.1
13902,KY477271.1
13903,KY477275.1
13904,KY477299.1
13905,KY477300.1
13906,KY477304.1
13907,KY477312.1
13908,KY477314.1
13909,KY477322.1
13910,KY477334.1
13911,KY477339.1
13912,KY477347.1
13913,KY477365.1
13914,KY477369.1
13915,KY477370.1
13916,KY477374.1
13917,KY477376.1
13918,KY477377.1
13919,KY477388.1
13920,KY477396.1
13921,KY477398.1
13922,KY477401.1
13923,KY477417.1
13924,KY477422.1
13925,KY477427.1
13926,KY477431.1
13927,KY477432.1
13928,KY477437.1
13929,KY477438.1
13930,KY477444.1
13931,KY477453.1
13932,KY477455.1
13933,KY477464.1
13934,KY477468.1
13935,KY477469.1
13936,KY477474.1
13937,KY477482.1
13938,KY477485.1
13939,KY477489.1
13940,KY477492.1
13941,KY477495.1
13942,KY477500.1
13943,KY477501.1
13944,KY477507.1
13945,KY477508.1
13946,KY477510.1
13947,KY477517.1
13948,KY477523.1
13949,KY477524.1
13950,KY477536.1
13951,KY477538.1
13952,KY477546.1
13953,KY477550.1
13954,KY477552.1
13955,KY477559.1
13956,KY477567.1
13957,KY477597.1
13958,KY477599.1
13959,KY477604.1
13960,KY477621.1
13961,KY477629.1
13962,KY477631.1
13963,KY477640.1
13964,KY477641.1
13965,KY477643.1
13966,KY477646.1
13967,KY477651.1
13968,KY477655.1
13969,KY477659.1
13970,KY477662.1
13971,KY477668.1
13972,KY477694.1
13973,KY477699.1
13974,KY477713.1
13975,KY477719.1
13976,KY477725.1
13977,KY477726.1
13978,KY477738.1
13979,KY477740.1
13980,KY477741.1
13981,KY477745.1
13982,KY477747.1
13983,KY477754.1
13984,KY477757.1
13985,KY477761.1
13986,KY477767.1
13987,KY477776.1
13988,KY477778.1
13989,KY477779.1
13990,KY477786.1
13991,KY477787.1
13992,KY477815.1
13993,KY477818.1
13994,KY477822.1
13995,KY477826.1
13996,KY477836.1
13997,KY477840.1
13998,KY477843.1
13999,KY477848.1
14000,KY477853.1
14001,KY477857.1
14002,KY477861.1
14003,KY477865.1
14004,KY477866.1
14005,KY477868.1
14006,KY477891.1
14007,KY477896.1
14008,KY477902.1
14009,KY477910.1
14010,KY477918.1
14011,KY477920.1
14012,KY477921.1
14013,KY477924.1
14014,KY477939.1
14015,KY477941.1
14016,KY477947.1
14017,KY477948.1
14018,KY477949.1
14019,KY477956.1
14020,KY477960.1
14021,KY477962.1
14022,KY477964.1
14023,KY477973.1
14024,KY477974.1
14025,KY477983.1
14026,KY477985.1
14027,KY477988.1
14028,KY477990.1
14029,KY477995.1
14030,KY477997.1
14031,KY477999.1
14032,KY478012.1
14033,KY478016.1
14034,KY478017.1
14035,KY478018.1
14036,KY478020.1
14037,KY478023.1
14038,KY478026.1
14039,KY478030.1
14040,KY478035.1
14041,KY478038.1
14042,KY478057.1
14043,KY478062.1
14044,KY478065.1
14045,KY478069.1
14046,KY478074.1
14047,KY478076.1
14048,KY478077.1
14049,KY478080.1
14050,KY478082.1
14051,KY478086.1
14052,KY478091.1
14053,KY478101.1
14054,KY478140.1
14055,KY478146.1
14056,KY478149.1
14057,KY478153.1
14058,KY478162.1
14059,KY478164.1
14060,KY478178.1
14061,KY478180.1
14062,KY478181.1
14063,KY478193.1
14064,KY478197.1
14065,KY478199.1
14066,KY478200.1
14067,KY478201.1
14068,KY478203.1
14069,KY478204.1
14070,KY478211.1
14071,KY478212.1
14072,KY478217.1
14073,KY478224.1
14074,KY478230.1
14075,KY478232.1
14076,KY478233.1
14077,KY478235.1
14078,KY478238.1
14079,KY478250.1
14080,KY478258.1
14081,KY478265.1
14082,KY478271.1
14083,KY478286.1
14084,KY478289.1
14085,KY478298.1
14086,KY478303.1
14087,KY478307.1
14088,KY478313.1
14089,KY478324.1
14090,KY478333.1
14091,KY478335.1
14092,KY478337.1
14093,KY478342.1
14094,KY478349.1
14095,KY478372.1
14096,KY478384.1
14097,KY478389.1
14098,KY478399.1
14099,KY478400.1
14100,KY478403.1
14101,KY478411.1
14102,KY478414.1
14103,KY478417.1
14104,KY478421.1
14105,KY478429.1
14106,KY478438.1
14107,KY478447.1
14108,KY478456.1
14109,KY478463.1
14110,KY478464.1
14111,KY478479.1
14112,KY478497.1
14113,KY478502.1
14114,KY478504.1
14115,KY478512.1
14116,KY478513.1
14117,KY478517.1
14118,KY478518.1
14119,KY478524.1
14120,KY478525.1
14121,KY478532.1
14122,KY478545.1
14123,KY478563.1
14124,KY478573.1
14125,KY478578.1
14126,KY478584.1
14127,KY478595.1
14128,KY478596.1
14129,KY478597.1
14130,KY478605.1
14131,KY478612.1
14132,KY478634.1
14133,KY478644.1
14134,KY478650.1
14135,KY478657.1
14136,KY478666.1
14137,KY478670.1
14138,KY478674.1
14139,KY478675.1
14140,KY478696.1
14141,KY478698.1
14142,KY478704.1
14143,KY478711.1
14144,KY478722.1
14145,KY478723.1
14146,KY478724.1
14147,KY478726.1
14148,KY478729.1
14149,KY478737.1
14150,KY478741.1
14151,KY478744.1
14152,KY478757.1
14153,KY478760.1
14154,KY478762.1
14155,KY478775.1
14156,KY478777.1
14157,KY478789.1
14158,KY478812.1
14159,KY478813.1
14160,KY478817.1
14161,KY478820.1
14162,KY478824.1
14163,KY478826.1
14164,KY478829.1
14165,KY478833.1
14166,KY478846.1
14167,KY478858.1
14168,KY478860.1
14169,KY478875.1
14170,KY478885.1
14171,KY478897.1
14172,KY478898.1
14173,KY478904.1
14174,KY478906.1
14175,KY478909.1
14176,KY478925.1
14177,KY478928.1
14178,KY478930.1
14179,KY478936.1
14180,KY478945.1
14181,KY478947.1
14182,KY478948.1
14183,KY478964.1
14184,KY478971.1
14185,KY478972.1
14186,KY478978.1
14187,KY478981.1
14188,KY478983.1
14189,KY478984.1
14190,KY478985.1
14191,KY478988.1
14192,KY478992.1
14193,KY478996.1
14194,KY478997.1
14195,KY478999.1
14196,KY479006.1
14197,KY479009.1
14198,KY479010.1
14199,KY479014.1
14200,KY479021.1
14201,KY479031.1
14202,KY479046.1
14203,KY479047.1
14204,KY479055.1
14205,KY479060.1
14206,KY479073.1
14207,KY479078.1
14208,KY479079.1
14209,KY479083.1
14210,KY479092.1
14211,KY479108.1
14212,KY479111.1
14213,KY479113.1
14214,KY479121.1
14215,KY479126.1
14216,KY479147.1
14217,KY479160.1
14218,KY479161.1
14219,KY479164.1
14220,KY479183.1
14221,KY479188.1
14222,KY479191.1
14223,KY479193.1
14224,KY479194.1
14225,KY479203.1
14226,KY479204.1
14227,KY479211.1
14228,KY479218.1
14229,KY479239.1
14230,KY479241.1
14231,KY479268.1
14232,KY479269.1
14233,KY479277.1
14234,KY479278.1
14235,KY479296.1
14236,KY479299.1
14237,KY479303.1
14238,KY479307.1
14239,KY479313.1
14240,KY479315.1
14241,KY479316.1
14242,KY479322.1
14243,KY479323.1
14244,KY479326.1
14245,KY479330.1
14246,KY479332.1
14247,KY479351.1
14248,KY479357.1
14249,KY479363.1
14250,KY479368.1
14251,KY479369.1
14252,KY479395.1
14253,KY479410.1
14254,KY479429.1
14255,KY479438.1
14256,KY479439.1
14257,KY479442.1
14258,KY479460.1
14259,KY479474.1
14260,KY479480.1
14261,KY479488.1
14262,KY479492.1
14263,KY479502.1
14264,KY479505.1
14265,KY479508.1
14266,KY479521.1
14267,KY479535.1
14268,KY479551.1
14269,KY479564.1
14270,KY479569.1
14271,KY479574.1
14272,KY479575.1
14273,KY479581.1
14274,KY479587.1
14275,KY479605.1
14276,KY479609.1
14277,KY479610.1
14278,KY479618.1
14279,KY479619.1
14280,KY479620.1
14281,KY479621.1
14282,KY479627.1
14283,KY479635.1
14284,KY479636.1
14285,KY479637.1
14286,KY479638.1
14287,KY479686.1
14288,KY479691.1
14289,KY479693.1
14290,KY479695.1
14291,KY479697.1
14292,KY479708.1
14293,KY479710.1
14294,KY479723.1
14295,KY479726.1
14296,KY479739.1
14297,KY479740.1
14298,KY479741.1
14299,KY479748.1
14300,KY479755.1
14301,KY479762.1
14302,KY479774.1
14303,KY479775.1
14304,KY479776.1
14305,KY479778.1
14306,KY479788.1
14307,KY479792.1
14308,KY479798.1
14309,KY479817.1
14310,KY479819.1
14311,KY479821.1
14312,KY479832.1
14313,KY479848.1
14314,KY479864.1
14315,KY479880.1
14316,KY479886.1
14317,KY479888.1
14318,KY479890.1
14319,KY479891.1
14320,KY479896.1
14321,KY479904.1
14322,KY479906.1
14323,KY479920.1
14324,KY479926.1
14325,KY479928.1
14326,KY479935.1
14327,KY479956.1
14328,KY479961.1
14329,KY479968.1
14330,KY479988.1
14331,KY480008.1
14332,KY480014.1
14333,KY480017.1
14334,KY480023.1
14335,KY480027.1
14336,KY480029.1
14337,KY480040.1
14338,KY480041.1
14339,KY480048.1
14340,KY480049.1
14341,KY480059.1
14342,KY480065.1
14343,KY480072.1
14344,KY480084.1
14345,KY480085.1
14346,KY480088.1
14347,KY480105.1
14348,KY480106.1
14349,KY480109.1
14350,KY480120.1
14351,KY480121.1
14352,KY480131.1
14353,KY480133.1
14354,KY480141.1
14355,KY480142.1
14356,KY480147.1
14357,KY480148.1
14358,KY480154.1
14359,KY480158.1
14360,KY480163.1
14361,KY480177.1
14362,KY480178.1
14363,KY480180.1
14364,KY480182.1
14365,KY480183.1
14366,KY480184.1
14367,KY480187.1
14368,KY480197.1
14369,KY480221.1
14370,KY480223.1
14371,KY480225.1
14372,KY480230.1
14373,KY480243.1
14374,KY480244.1
14375,KY480256.1
14376,KY480263.1
14377,KY480266.1
14378,KY480270.1
14379,KY480273.1
14380,KY480280.1
14381,KY480283.1
14382,KY480284.1
14383,KY480286.1
14384,KY480291.1
14385,KY480294.1
14386,KY480296.1
14387,KY480303.1
14388,KY480307.1
14389,KY480308.1
14390,KY480310.1
14391,KY480314.1
14392,KY480318.1
14393,KY480320.1
14394,KY480339.1
14395,KY480352.1
14396,KY480356.1
14397,KY480363.1
14398,KY480372.1
14399,KY480374.1
14400,KY480376.1
14401,KY480377.1
14402,KY480404.1
14403,KY480409.1
14404,KY480411.1
14405,KY480426.1
14406,KY480428.1
14407,KY480432.1
14408,KY480448.1
14409,KY480468.1
14410,KY480472.1
14411,KY480495.1
14412,KY480502.1
14413,KY480517.1
14414,KY480519.1
14415,KY480533.1
14416,KY480540.1
14417,KY480543.1
14418,KY480549.1
14419,KY480554.1
14420,KY480558.1
14421,KY480564.1
14422,KY480567.1
14423,KY480582.1
14424,KY480593.1
14425,KY480606.1
14426,KY480609.1
14427,KY480612.1
14428,KY480616.1
14429,KY480627.1
14430,KY480638.1
14431,KY480641.1
14432,KY480647.1
14433,KY480653.1
14434,KY480667.1
14435,KY480670.1
14436,KY480671.1
14437,KY480675.1
14438,KY480681.1
14439,KY480692.1
14440,KY480693.1
14441,KY480708.1
14442,KY480709.1
14443,KY480719.1
14444,KY480729.1
14445,KY480749.1
14446,KY480762.1
14447,KY480774.1
14448,KY480775.1
14449,KY480784.1
14450,KY480806.1
14451,KY480815.1
14452,KY480826.1
14453,KY480833.1
14454,KY480837.1
14455,KY480843.1
14456,KY480862.1
14457,KY480875.1
14458,KY480879.1
14459,KY480882.1
14460,KY480884.1
14461,KY480915.1
14462,KY480916.1
14463,KY480923.1
14464,KY480935.1
14465,KY480938.1
14466,KY480947.1
14467,KY480950.1
14468,KY480962.1
14469,KY480966.1
14470,KY480970.1
14471,KY480974.1
14472,KY480977.1
14473,KY480979.1
14474,KY480984.1
14475,KY480985.1
14476,KY480986.1
14477,KY480987.1
14478,KY480988.1
14479,KY480992.1
14480,KY480993.1
14481,KY481004.1
14482,KY481010.1
14483,KY481022.1
14484,KY481027.1
14485,KY481041.1
14486,KY481053.1
14487,KY481064.1
14488,KY481086.1
14489,KY481097.1
14490,KY481112.1
14491,KY481119.1
14492,KY481126.1
14493,KY481129.1
14494,KY481130.1
14495,KY481136.1
14496,KY481138.1
14497,KY481145.1
14498,KY481151.1
14499,KY481158.1
14500,KY481165.1
14501,KY481166.1
14502,KY481173.1
14503,KY481185.1
14504,KY481202.1
14505,KY481210.1
14506,KY481211.1
14507,KY481228.1
14508,KY481233.1
14509,KY481242.1
14510,KY481245.1
14511,KY481266.1
14512,KY481272.1
14513,KY481280.1
14514,KY481284.1
14515,KY481308.1
14516,KY481309.1
14517,KY481317.1
14518,KY481323.1
14519,KY481327.1
14520,KY481331.1
14521,KY481339.1
14522,KY481348.1
14523,KY481377.1
14524,KY481380.1
14525,KY481396.1
14526,KY481409.1
14527,KY481411.1
14528,KY481413.1
14529,KY481423.1
14530,KY481471.1
14531,KY481481.1
14532,KY481486.1
14533,KY481489.1
14534,KY481509.1
14535,KY481545.1
14536,KY481560.1
14537,KY481567.1
14538,KY481570.1
14539,KY481575.1
14540,KY481576.1
14541,KY481586.1
14542,KY481587.1
14543,KY481591.1
14544,KY481609.1
14545,KY481615.1
14546,KY481616.1
14547,KY481622.1
14548,KY481623.1
14549,KY481630.1
14550,KY481642.1
14551,KY481651.1
14552,KY481653.1
14553,KY481666.1
14554,KY481668.1
14555,KY481685.1
14556,KY481696.1
14557,KY481702.1
14558,KY481708.1
14559,KY481716.1
14560,KY481720.1
14561,KY481722.1
14562,KY481740.1
14563,KY481742.1
14564,KY481748.1
14565,KY481749.1
14566,KY481752.1
14567,KY481771.1
14568,KY481773.1
14569,KY481778.1
14570,KY481786.1
14571,KY481790.1
14572,KY481806.1
14573,KY481808.1
14574,KY481809.1
14575,KY481818.1
14576,KY481822.1
14577,KY481824.1
14578,KY481827.1
14579,KY481837.1
14580,KY481848.1
14581,KY481863.1
14582,KY481882.1
14583,KY481887.1
14584,KY481890.1
14585,KY481894.1
14586,KY481895.1
14587,KY481898.1
14588,KY481913.1
14589,KY481920.1
14590,KY481925.1
14591,KY481941.1
14592,KY481942.1
14593,KY481947.1
14594,KY481952.1
14595,KY481960.1
14596,KY481966.1
14597,KY481968.1
14598,KY481971.1
14599,KY481979.1
14600,KY481984.1
14601,KY481991.1
14602,KY481997.1
14603,KY482007.1
14604,KY482012.1
14605,KY482020.1
14606,KY482024.1
14607,KY482030.1
14608,KY482039.1
14609,KY482040.1
14610,KY482044.1
14611,KY482045.1
14612,KY482046.1
14613,KY482052.1
14614,KY482056.1
14615,KY482072.1
14616,KY482075.1
14617,KY482077.1
14618,KY482094.1
14619,KY482105.1
14620,KY482106.1
14621,KY482113.1
14622,KY482116.1
14623,KY482118.1
14624,KY482126.1
14625,KY482130.1
14626,KY482131.1
14627,KY482135.1
14628,KY482137.1
14629,KY482151.1
14630,KY482165.1
14631,KY482181.1
14632,KY482194.1
14633,KY482200.1
14634,KY482206.1
14635,KY482213.1
14636,KY482216.1
14637,KY482217.1
14638,KY482218.1
14639,KY482223.1
14640,KY482228.1
14641,KY482238.1
14642,KY482243.1
14643,KY482247.1
14644,KY482258.1
14645,KY482259.1
14646,KY482264.1
14647,KY482284.1
14648,KY482288.1
14649,KY482295.1
14650,KY482299.1
14651,KY482307.1
14652,KY482308.1
14653,KY482309.1
14654,KY482314.1
14655,KY482320.1
14656,KY482332.1
14657,KY482346.1
14658,KY482351.1
14659,KY482365.1
14660,KY482368.1
14661,KY482373.1
14662,KY482374.1
14663,KY482383.1
14664,KY482387.1
14665,KY482407.1
14666,KY482411.1
14667,KY482421.1
14668,KY482437.1
14669,KY482438.1
14670,KY482453.1
14671,KY482455.1
14672,KY482456.1
14673,KY482460.1
14674,KY482465.1
14675,KY482471.1
14676,KY482495.1
14677,KY482502.1
14678,KY482507.1
14679,KY482510.1
14680,KY482513.1
14681,KY482517.1
14682,KY482524.1
14683,KY482530.1
14684,KY482545.1
14685,KY482546.1
14686,KY482562.1
14687,KY482584.1
14688,KY482585.1
14689,KY482596.1
14690,KY482597.1
14691,KY482605.1
14692,KY482609.1
14693,KY482621.1
14694,KY482622.1
14695,KY482638.1
14696,KY482651.1
14697,KY482667.1
14698,KY482669.1
14699,KY482677.1
14700,KY482686.1
14701,KY482692.1
14702,KY482731.1
14703,KY482741.1
14704,KY482775.1
14705,KY482776.1
14706,KY482780.1
14707,KY482795.1
14708,KY482808.1
14709,KY482812.1
14710,KY482820.1
14711,KY482827.1
14712,KY482829.1
14713,KY482835.1
14714,KY482850.1
14715,KY482851.1
14716,KY482857.1
14717,KY482859.1
14718,KY482868.1
14719,KY482883.1
14720,KY482897.1
14721,KY482914.1
14722,KY482927.1
14723,KY482967.1
14724,KY482973.1
14725,KY482997.1
14726,KY483005.1
14727,KY483013.1
14728,KY483015.1
14729,KY483023.1
14730,KY483033.1
14731,KY483038.1
14732,KY483040.1
14733,KY483050.1
14734,KY483068.1
14735,KY483075.1
14736,KY483087.1
14737,KY483090.1
14738,KY483092.1
14739,KY483099.1
14740,KY483102.1
14741,KY483106.1
14742,KY483108.1
14743,KY483110.1
14744,KY483112.1
14745,KY483121.1
14746,KY483125.1
14747,KY483133.1
14748,KY483138.1
14749,KY483140.1
14750,KY483141.1
14751,KY483155.1
14752,KY483157.1
14753,KY483161.1
14754,KY483162.1
14755,KY483175.1
14756,KY483177.1
14757,KY483179.1
14758,KY483187.1
14759,KY483195.1
14760,KY483198.1
14761,KY483219.1
14762,KY483223.1
14763,KY483224.1
14764,KY483225.1
14765,KY483226.1
14766,KY483241.1
14767,KY483247.1
14768,KY483260.1
14769,KY483264.1
14770,KY483278.1
14771,KY483283.1
14772,KY483298.1
14773,KY483302.1
14774,KY483303.1
14775,KY483310.1
14776,KY483313.1
14777,KY483318.1
14778,KY483339.1
14779,KY483341.1
14780,KY483344.1
14781,KY483350.1
14782,KY483357.1
14783,KY483369.1
14784,KY483371.1
14785,KY483380.1
14786,KY483396.1
14787,KY483425.1
14788,KY483427.1
14789,KY483430.1
14790,KY483436.1
14791,KY483440.1
14792,KY483452.1
14793,KY483457.1
14794,KY483460.1
14795,KY483499.1
14796,KY483507.1
14797,KY483513.1
14798,KY483521.1
14799,KY483522.1
14800,KY483526.1
14801,KY483531.1
14802,KY483535.1
14803,KY483541.1
14804,KY483559.1
14805,KY483565.1
14806,KY483573.1
14807,KY483581.1
14808,KY483592.1
14809,KY483596.1
14810,KY483606.1
14811,KY483636.1
14812,KY501861.1
14813,KY511272.1
14814,KY511273.1
14815,KY511274.1
14816,KY511275.1
14817,KY516126.1
14818,KY516705.1
14819,KY516921.1
14820,KY517001.1
14821,KY517849.1
14822,KY517857.1
14823,KY518552.1
14824,KY519014.1
14825,KY519218.1
14826,KY520133.1
14827,KY522627.1
14828,KY543086.1
14829,KY544144.1
14830,KY544265.1
14831,KY544341.1
14832,KY545937.1
14833,KY546204.1
14834,KY547590.1
14835,KY547713.1
14836,KY551659.1
14837,KY551756.1
14838,KY551941.1
14839,KY563225.1
14840,KY585191.1
14841,KY585284.1
14842,KY585898.1
14843,KY606863.1
14844,KY608094.1
14845,KY630584.1
14846,KY641178.1
14847,KY641349.1
14848,KY641635.1
14849,KY642236.1
14850,KY642339.1
14851,KY642395.1
14852,KY642449.1
14853,KY642463.1
14854,KY642517.1
14855,KY643079.1
14856,KY643438.1
14857,KY643442.1
14858,KY646721.1
14859,KY647168.1
14860,KY647614.1
14861,KY648568.1
14862,KY659780.1
14863,KY660612.1
14864,KY667585.1
14865,KY682160.1
14866,KY691475.1
14867,KY692903.1
14868,KY768335.1
14869,KY768513.1
14870,KY768768.1
14871,KY793669.1
14872,KY803240.1
14873,KY803306.1
14874,KY827758.1
14875,KY862076.1
14876,KY874388.1
14877,KY874485.1
14878,KY874662.1
14879,KY874665.1
14880,KY874768.1
14881,KY875042.1
14882,KY875307.1
14883,KY875328.1
14884,KY875359.1
14885,KY875436.1
14886,KY875485.1
14887,KY875681.1
14888,KY875754.1
14889,KY875800.1
14890,KY875956.1
14891,KY876057.1
14892,KY876083.1
14893,KY876174.1
14894,KY876229.1
14895,KY876605.1
14896,KY876702.1
14897,KY876707.1
14898,KY876930.1
14899,KY877014.1
14900,KY877043.1
14901,KY877131.1
14902,KY877192.1
14903,KY877261.1
14904,KY877411.1
14905,KY877531.1
14906,KY877819.1
14907,KY877982.1
14908,KY878223.1
14909,KY878287.1
14910,KY878364.1
14911,KY878394.1
14912,KY878742.1
14913,KY879689.1
14914,KY879744.1
14915,KY879910.1
14916,KY880053.1
14917,KY880173.1
14918,KY880247.1
14919,KY880280.1
14920,KY880397.1
14921,KY880668.1
14922,KY880742.1
14923,KY880783.1
14924,KY880826.1
14925,KY894678.1
14926,KY895382.1
14927,KY896100.1
14928,KY897042.1
14929,KY908003.1
14930,KY928082.1
14931,KY944010.1
14932,KY951554.1
14933,KY963615.1
14934,KY963619.1
14935,KY963625.1
14936,KY963626.1
14937,KY974132.1
14938,KY979120.1
14939,KY979127.1
14940,KY979128.1
14941,KY992920.1
14942,L01783.1
14943,L03788.1
14944,L05930.1
14945,L06165.1
14946,L06166.1
14947,L06167.1
14948,L06975.1
14949,L08062.1
14950,L08623.1
14951,L09057.1
14952,L09170.1
14953,L09660.1
14954,L11306.1
14955,L11307.1
14956,L11661.1
14957,L11662.1
14958,L12402.1
14959,L13138.1
14960,L13140.1
14961,L13141.1
14962,L13734.1
14963,L13735.1
14964,L14011.1
14965,L14636.1
14966,L15475.1
14967,L17035.1
14968,L18978.1
14969,L18979.1
14970,L18981.1
14971,L19662.1
14972,L20250.1
14973,L20810.1
14974,L20811.1
14975,L20847.1
14976,L20849.1
14977,L23405.1
14978,L23408.1
14979,L26167.1
14980,L26363.1
14981,L28152.1
14982,L28676.1
14983,L33688.1
14984,L33689.1
14985,L33974.1
14986,L33977.1
14987,L33978.1
14988,L33981.1
14989,L35502.1
14990,L36461.1
14991,L36472.1
14992,L37367.1
14993,L37596.1
14994,L37605.1
14995,L37787.1
14996,L39095.1
14997,L39920.1
14998,L40329.1
14999,L40413.1
15000,L40615.1
15001,L40620.1
15002,L40621.1
15003,L40997.1
15004,L41047.1
15005,L41810.1
15006,L41811.1
15007,L41813.1
15008,L41814.1
15009,LC003654.1
15010,LC017368.1
15011,LC017445.1
15012,LC017618.1
15013,LC020192.1
15014,LC026854.1
15015,LC038350.1
15016,LC038669.1
15017,LC052901.1
15018,LC052910.1
15019,LC053220.1
15020,LC053223.1
15021,LC053228.1
15022,LC055851.1
15023,LC070690.1
15024,LC071278.1
15025,LC090498.1
15026,LC100122.1
15027,LC101648.1
15028,LC101668.1
15029,LC107323.1
15030,LC108672.1
15031,LC153007.1
15032,LC157884.1
15033,LC157894.1
15034,LC158656.1
15035,LC177569.1
15036,LC177570.1
15037,LC177571.1
15038,LC177573.1
15039,LC182209.1
15040,LC202911.1
15041,LC209314.1
15042,LC212030.1
15043,LC212100.1
15044,LC215102.1
15045,LC272973.1
15046,LC279325.1
15047,LC331312.1
15048,LC333282.1
15049,LC336321.1
15050,LC357794.1
15051,LC381669.1
15052,LC408381.1
15053,LC408790.1
15054,LC408905.1
15055,LC411593.1
15056,LC422434.1
15057,LC422449.1
15058,LC422500.1
15059,LC422531.1
15060,LC422584.1
15061,LC455610.1
15062,LC455612.1
15063,LC455614.1
15064,LC455616.1
15065,LC455671.1
15066,LC455673.1
15067,LK000428.1
15068,LK003976.1
15069,LK004534.1
15070,LK005857.1
15071,LK005898.1
15072,LK005899.1
15073,LK005900.1
15074,LK005901.1
15075,LK005906.1
15076,LK005915.1
15077,LK005922.1
15078,LK005924.1
15079,LK005925.1
15080,LK005929.1
15081,LK006004.1
15082,LK006313.1
15083,LK006612.1
15084,LK006631.1
15085,LK006709.1
15086,LK006721.1
15087,LK006748.1
15088,LK008669.1
15089,LK009313.1
15090,LK009743.1
15091,LK009770.1
15092,LK010505.1
15093,LK010508.1
15094,LK010527.1
15095,LK010556.1
15096,LK010570.1
15097,LK010573.1
15098,LK010578.1
15099,LK010584.1
15100,LK010601.1
15101,LK010602.1
15102,LK010606.1
15103,LK010610.1
15104,LK011788.1
15105,LK011807.1
15106,LK011808.1
15107,LK011860.1
15108,LK011877.1
15109,LK011940.1
15110,LK011961.1
15111,LK012559.1
15112,LK014347.1
15113,LK014405.1
15114,LK014439.1
15115,LK017052.1
15116,LK017101.1
15117,LK017125.1
15118,LK018892.1
15119,LK019593.1
15120,LK019604.1
15121,LK021102.1
15122,LK023540.1
15123,LK023576.1
15124,LK023634.1
15125,LK023636.1
15126,LK023639.1
15127,LK055320.1
15128,LK391695.1
15129,LK392926.1
15130,LK937158.1
15131,LN483070.1
15132,LN518530.1
15133,LN518560.1
15134,LN521395.1
15135,LN524228.1
15136,LN536461.1
15137,LN537999.1
15138,LN570945.1
15139,LN572028.1
15140,LN574653.1
15141,LN614949.1
15142,LN624225.1
15143,LN649242.1
15144,LN775816.1
15145,LN776060.1
15146,LN776124.1
15147,LN796579.1
15148,LN796748.1
15149,LN797599.1
15150,LN797656.1
15151,LN798153.1
15152,LN798288.1
15153,LN798712.1
15154,LN799910.1
15155,LN799922.1
15156,LN801205.1
15157,LN802116.1
15158,LN802218.1
15159,LN803257.1
15160,LN803938.1
15161,LN804601.1
15162,LN804658.1
15163,LN804851.1
15164,LN805131.1
15165,LN805324.1
15166,LN805367.1
15167,LN805510.1
15168,LN805817.1
15169,LN805818.1
15170,LN831029.1
15171,LN832559.1
15172,LN866849.1
15173,LN879547.1
15174,LN880498.1
