index,SAMPLE_100008_1,SAMPLE_100008_2,SAMPLE_100008_3,SAMPLE_100137_1,SAMPLE_100137_2,SAMPLE_100137_3,SAMPLE_100177_1,SAMPLE_100177_2,SAMPLE_100177_3,SAMPLE_100200_1,SAMPLE_100200_2,SAMPLE_100200_3,SAMPLE_100206_1,SAMPLE_100206_2,SAMPLE_100206_3,SAMPLE_100217_1,SAMPLE_100217_2,SAMPLE_100217_3,SAMPLE_100248_1,SAMPLE_100248_2,SAMPLE_100248_3,SAMPLE_100255_1,SAMPLE_100255_2,SAMPLE_100255_3,SAMPLE_100256_1,SAMPLE_100256_2,SAMPLE_100256_3,SAMPLE_100257_1,SAMPLE_100257_2,SAMPLE_100257_3,SAMPLE_100261_1,SAMPLE_100261_2,SAMPLE_100261_3,SAMPLE_100267_1,SAMPLE_100267_2,SAMPLE_100267_3,SAMPLE_100306_1,SAMPLE_100306_2,SAMPLE_100306_3,SAMPLE_100337_1,SAMPLE_100337_2,SAMPLE_100337_3
8204,151.0,133.0,1452.0,72.0,228,1452,5235.0,485.0,2606.0,304.0,343,7732,5136,8.0,3214,400,38.0,519.0,46.0,156.0,20.0,960.0,6.0,286.0,3209.0,4.0,263.0,40.0,284.0,1125,4589.0,1037,787,6.0,402.0,23.0,981,139.0,207.0,1094.0,2252.0,3644.0
8205,154.0,132.0,1394.0,75.0,239,1485,5174.0,471.0,2584.0,312.0,346,7605,5013,9.0,3176,402,38.0,492.0,47.0,159.0,18.0,940.0,6.0,256.0,3401.0,4.0,241.0,40.0,246.0,1098,4588.0,1020,775,6.0,415.0,24.0,977,140.0,272.0,1111.0,2232.0,3538.0
8206,155.0,132.0,1384.0,69.0,246,1485,5171.0,480.0,2578.0,320.0,340,7573,5103,8.0,3162,391,38.0,478.0,43.0,157.0,20.0,944.0,6.0,252.0,3485.0,4.0,236.0,40.0,243.0,1010,4553.0,1027,775,5.0,416.0,24.0,976,140.0,272.0,1119.0,2241.0,3541.0
8207,158.0,128.0,1385.0,72.0,253,1523,5217.0,480.0,2579.0,321.0,341,7561,5151,9.0,3181,402,37.0,497.0,48.0,159.0,20.0,920.0,5.0,253.0,3586.0,4.0,263.0,39.0,247.0,1068,4560.0,1058,788,6.0,419.0,24.0,975,142.0,277.0,1035.0,2250.0,3495.0
8208,163.0,126.0,1330.0,76.0,274,1738,5192.0,481.0,2626.0,308.0,339,7495,5112,8.0,3137,384,37.0,502.0,47.0,159.0,19.0,915.0,5.0,213.0,3610.0,4.0,262.0,40.0,249.0,1076,4302.0,1048,782,6.0,418.0,21.0,969,127.0,277.0,997.0,2215.0,3480.0
8209,163.0,125.0,1303.0,76.0,276,1770,5086.0,466.0,2540.0,287.0,324,7269,4956,9.0,3089,397,37.0,536.0,46.0,156.0,18.0,972.0,6.0,211.0,3536.0,4.0,264.0,37.0,235.0,1064,4239.0,980,765,6.0,417.0,21.0,954,129.0,277.0,995.0,2196.0,3494.0
8210,162.0,116.0,1281.0,72.0,277,1830,5084.0,439.0,2547.0,319.0,320,7201,4863,9.0,3086,408,37.0,495.0,48.0,153.0,20.0,959.0,6.0,205.0,3554.0,4.0,271.0,38.0,242.0,1067,4201.0,974,755,6.0,418.0,19.0,944,122.0,275.0,977.0,2194.0,3406.0
8211,153.0,118.0,1278.0,68.0,276,1768,5041.0,443.0,2473.0,323.0,315,7133,4787,9.0,3082,430,35.0,484.0,46.0,187.0,20.0,997.0,6.0,219.0,3576.0,4.0,272.0,38.0,240.0,990,4094.0,843,755,6.0,414.0,20.0,933,120.0,276.0,1010.0,2171.0,3097.0
8212,152.0,119.0,1311.0,68.0,276,1737,5097.0,444.0,2473.0,330.0,299,6926,4662,9.0,3085,420,35.0,490.0,44.0,191.0,19.0,1058.0,6.0,249.0,3549.0,4.0,273.0,40.0,240.0,999,4051.0,857,719,5.0,410.0,20.0,936,121.0,276.0,1018.0,2173.0,3117.0
8213,159.0,126.0,1333.0,66.0,234,1515,5178.0,451.0,2494.0,351.0,288,6672,4581,9.0,3078,403,35.0,468.0,47.0,199.0,20.0,1095.0,6.0,263.0,3523.0,4.0,275.0,23.0,210.0,812,4056.0,862,747,5.0,415.0,21.0,852,111.0,277.0,1012.0,2190.0,3120.0
8214,154.0,117.0,1301.0,65.0,231,1536,5043.0,442.0,2516.0,348.0,287,6621,4181,9.0,2918,398,34.0,426.0,48.0,217.0,20.0,1036.0,6.0,264.0,3425.0,4.0,271.0,23.0,227.0,774,3281.0,639,640,4.0,385.0,20.0,848,110.0,276.0,944.0,1999.0,2973.0
8215,163.0,114.0,1413.0,65.0,227,1535,5028.0,446.0,2637.0,348.0,284,6647,4146,9.0,2872,436,36.0,538.0,48.0,228.0,20.0,1111.0,6.0,275.0,3402.0,4.0,279.0,25.0,315.0,832,3268.0,618,639,4.0,414.0,20.0,849,116.0,276.0,922.0,1999.0,2752.0
8216,166.0,118.0,1436.0,65.0,234,1562,5092.0,449.0,2679.0,349.0,291,6890,4280,9.0,2887,455,36.0,537.0,48.0,228.0,20.0,1168.0,6.0,280.0,3437.0,4.0,279.0,26.0,318.0,853,3141.0,608,615,3.0,413.0,20.0,854,117.0,277.0,892.0,1889.0,2611.0
8217,169.0,123.0,1449.0,70.0,236,1589,5012.0,444.0,2756.0,354.0,342,7803,4274,8.0,2945,478,35.0,547.0,47.0,235.0,19.0,1204.0,7.0,286.0,3458.0,5.0,280.0,28.0,322.0,852,3425.0,614,627,5.0,413.0,21.0,1277,150.0,383.0,987.0,2560.0,4036.0
8218,164.0,128.0,1486.0,72.0,235,1605,5029.0,445.0,2816.0,352.0,348,7786,4324,8.0,2990,478,36.0,549.0,48.0,244.0,20.0,1186.0,7.0,285.0,3466.0,5.0,279.0,27.0,319.0,854,3894.0,758,772,6.0,417.0,22.0,1291,148.0,382.0,1034.0,2569.0,4073.0
8219,168.0,127.0,1504.0,77.0,237,1610,5054.0,449.0,2818.0,349.0,344,7763,4359,8.0,2994,465,32.0,486.0,48.0,242.0,19.0,1198.0,7.0,288.0,3467.0,5.0,279.0,28.0,317.0,885,3828.0,736,758,5.0,416.0,22.0,1294,147.0,384.0,1029.0,2563.0,4104.0
8220,168.0,126.0,1499.0,74.0,233,1573,5039.0,448.0,2798.0,349.0,350,7786,4309,7.0,2992,463,32.0,486.0,47.0,245.0,20.0,1178.0,7.0,288.0,3451.0,5.0,276.0,27.0,325.0,802,3818.0,758,772,6.0,418.0,21.0,1293,146.0,380.0,1026.0,2565.0,4102.0
8221,180.0,131.0,1524.0,72.0,235,1607,5159.0,452.0,2806.0,349.0,351,7790,4415,8.0,3062,446,20.0,483.0,47.0,251.0,20.0,1187.0,7.0,288.0,3460.0,5.0,261.0,52.0,380.0,809,5177.0,872,821,6.0,432.0,21.0,1326,147.0,396.0,1039.0,2568.0,4097.0
8222,183.0,133.0,1535.0,72.0,242,1651,5317.0,465.0,2818.0,350.0,353,7805,4499,8.0,3110,454,19.0,488.0,48.0,248.0,20.0,1134.0,6.0,291.0,3474.0,5.0,262.0,54.0,382.0,812,5291.0,879,837,6.0,438.0,21.0,1339,150.0,410.0,1036.0,2604.0,4275.0
8223,179.0,134.0,1526.0,73.0,246,1671,5203.0,462.0,2827.0,351.0,356,7786,4493,8.0,3055,445,20.0,482.0,47.0,251.0,20.0,1121.0,7.0,287.0,3413.0,5.0,261.0,56.0,377.0,803,5348.0,875,834,7.0,439.0,21.0,1326,149.0,408.0,1005.0,2600.0,4274.0
8224,184.0,135.0,1528.0,73.0,250,1659,5297.0,469.0,2834.0,336.0,357,7770,4458,8.0,3062,446,20.0,489.0,44.0,249.0,19.0,1111.0,7.0,288.0,3403.0,5.0,260.0,55.0,367.0,810,5386.0,896,840,7.0,438.0,20.0,1334,149.0,401.0,1026.0,2607.0,4423.0
8225,190.0,138.0,1540.0,72.0,249,1660,5333.0,467.0,2904.0,340.0,357,7817,4519,9.0,3054,448,19.0,490.0,48.0,256.0,20.0,1108.0,7.0,289.0,3387.0,5.0,261.0,55.0,369.0,687,5420.0,900,850,7.0,390.0,16.0,1352,151.0,402.0,1031.0,2631.0,4485.0
8226,187.0,138.0,1523.0,74.0,247,1656,5282.0,471.0,2907.0,349.0,360,7767,4516,7.0,3062,441,19.0,500.0,43.0,254.0,18.0,1111.0,8.0,291.0,3324.0,5.0,258.0,53.0,372.0,680,5420.0,899,858,7.0,389.0,17.0,1353,149.0,400.0,1019.0,2614.0,4467.0
8227,186.0,138.0,1549.0,74.0,247,1670,5314.0,474.0,2924.0,357.0,362,7826,4559,8.0,3070,448,21.0,502.0,48.0,281.0,20.0,1117.0,8.0,289.0,3368.0,5.0,261.0,56.0,370.0,683,5510.0,899,856,6.0,395.0,17.0,1363,149.0,401.0,1034.0,2635.0,4520.0
8228,187.0,137.0,1535.0,75.0,245,1668,5305.0,480.0,2917.0,358.0,361,7794,4521,8.0,3084,443,21.0,506.0,46.0,296.0,21.0,1111.0,9.0,290.0,3365.0,5.0,260.0,53.0,360.0,687,5444.0,887,854,7.0,390.0,7.0,1364,151.0,399.0,1041.0,2626.0,4516.0
8229,186.0,135.0,1529.0,75.0,248,1676,5281.0,483.0,2923.0,362.0,360,7782,4526,9.0,3103,430,20.0,462.0,48.0,292.0,21.0,1128.0,8.0,288.0,3344.0,5.0,259.0,55.0,359.0,679,5459.0,901,864,7.0,391.0,7.0,1377,148.0,400.0,1034.0,2570.0,4380.0
8230,102.0,32.0,1431.0,73.0,247,1596,4758.0,422.0,2816.0,360.0,363,7781,4576,8.0,3132,359,21.0,433.0,45.0,297.0,19.0,1116.0,6.0,290.0,160.0,5.0,36.0,56.0,362.0,689,5525.0,906,881,7.0,394.0,6.0,1396,154.0,400.0,1065.0,2598.0,4415.0
8231,103.0,32.0,1416.0,73.0,239,1694,4771.0,427.0,2808.0,361.0,359,7543,4401,8.0,3092,360,20.0,429.0,42.0,295.0,19.0,1097.0,7.0,286.0,166.0,5.0,38.0,57.0,357.0,681,5425.0,892,866,7.0,383.0,7.0,1386,150.0,399.0,1065.0,2564.0,4361.0
8232,106.0,31.0,1442.0,75.0,259,1761,4824.0,432.0,2818.0,361.0,360,7612,4438,8.0,3117,465,20.0,655.0,44.0,296.0,19.0,1095.0,7.0,290.0,168.0,5.0,38.0,59.0,362.0,687,5453.0,898,878,6.0,391.0,7.0,1364,153.0,400.0,1074.0,2550.0,4399.0
8233,103.0,32.0,1440.0,75.0,259,1753,4831.0,434.0,2818.0,362.0,360,7568,4323,8.0,3106,478,21.0,654.0,42.0,292.0,19.0,1076.0,7.0,287.0,98.0,5.0,35.0,58.0,362.0,682,5430.0,893,881,7.0,379.0,7.0,1362,151.0,398.0,1069.0,2534.0,4270.0
8234,103.0,32.0,1442.0,74.0,260,1777,4729.0,429.0,2799.0,362.0,359,7518,4329,8.0,3118,487,22.0,655.0,43.0,295.0,19.0,1052.0,7.0,287.0,99.0,5.0,35.0,59.0,354.0,686,5414.0,893,877,7.0,377.0,6.0,1362,152.0,401.0,1071.0,2536.0,4246.0
8235,104.0,31.0,1384.0,74.0,260,1806,4704.0,404.0,2807.0,360.0,352,7454,4327,8.0,3104,483,22.0,653.0,45.0,296.0,18.0,1054.0,7.0,289.0,95.0,5.0,35.0,59.0,357.0,677,5407.0,899,887,6.0,376.0,7.0,1367,151.0,400.0,1026.0,2459.0,4219.0
8236,103.0,34.0,1406.0,71.0,263,1801,4681.0,416.0,2769.0,365.0,341,7439,4297,8.0,3113,486,22.0,653.0,45.0,295.0,19.0,1061.0,7.0,272.0,61.0,5.0,34.0,58.0,370.0,682,5452.0,902,880,7.0,376.0,7.0,1373,150.0,401.0,1021.0,2453.0,4213.0
8237,177.0,143.0,1440.0,72.0,261,1833,4727.0,415.0,2746.0,372.0,355,7537,4307,9.0,3142,492,22.0,670.0,48.0,298.0,21.0,1024.0,9.0,251.0,3116.0,5.0,194.0,58.0,372.0,682,5615.0,908,887,7.0,378.0,7.0,1375,155.0,404.0,1004.0,2481.0,4380.0
8238,187.0,140.0,1456.0,72.0,267,1880,4612.0,395.0,2708.0,369.0,345,7256,4483,8.0,3348,499,21.0,663.0,47.0,300.0,21.0,947.0,9.0,253.0,3035.0,5.0,190.0,56.0,392.0,696,7600.0,1023,1004,8.0,377.0,6.0,1372,149.0,405.0,961.0,2723.0,4385.0
8239,201.0,158.0,1446.0,72.0,264,1863,4724.0,416.0,2737.0,379.0,348,7115,4493,8.0,3445,496,22.0,649.0,45.0,297.0,21.0,889.0,8.0,252.0,2916.0,5.0,171.0,54.0,420.0,686,7598.0,1113,1024,8.0,372.0,5.0,1341,152.0,402.0,952.0,2739.0,4420.0
8240,211.0,158.0,1523.0,73.0,269,1890,4764.0,425.0,2811.0,396.0,343,7100,4746,8.0,3544,505,21.0,661.0,46.0,304.0,21.0,885.0,9.0,242.0,2881.0,5.0,167.0,56.0,428.0,693,7558.0,1113,1030,8.0,344.0,5.0,1334,152.0,404.0,942.0,2754.0,4179.0
8241,234.0,171.0,1551.0,79.0,255,1973,5207.0,502.0,2933.0,391.0,346,6940,5869,8.0,3864,517,22.0,661.0,36.0,302.0,20.0,872.0,10.0,244.0,2863.0,5.0,172.0,83.0,436.0,885,7543.0,1234,1105,8.0,311.0,7.0,1302,150.0,405.0,946.0,3137.0,4349.0
8242,235.0,184.0,1632.0,81.0,271,2027,5382.0,527.0,2862.0,357.0,344,6810,5829,8.0,3852,521,23.0,666.0,35.0,313.0,20.0,832.0,8.0,239.0,2500.0,5.0,113.0,82.0,438.0,905,7586.0,1249,1132,8.0,301.0,6.0,1242,130.0,319.0,847.0,3106.0,4353.0
8243,240.0,195.0,1722.0,86.0,285,2315,5295.0,515.0,2840.0,359.0,348,6563,5875,9.0,3854,539,21.0,671.0,35.0,292.0,19.0,837.0,7.0,239.0,2354.0,5.0,97.0,82.0,429.0,900,7713.0,1523,1090,9.0,298.0,14.0,1358,146.0,354.0,1321.0,3344.0,4729.0
8244,274.0,209.0,1894.0,91.0,313,2666,5486.0,519.0,2886.0,365.0,354,6548,6522,9.0,4361,597,23.0,787.0,40.0,311.0,20.0,842.0,9.0,241.0,2483.0,5.0,112.0,84.0,440.0,961,7809.0,1676,1179,9.0,304.0,15.0,1383,156.0,357.0,1440.0,3493.0,4919.0
8245,299.0,225.0,1957.0,91.0,312,2770,5732.0,513.0,2781.0,317.0,340,5878,6686,9.0,4301,610,22.0,793.0,26.0,292.0,19.0,1175.0,9.0,331.0,2480.0,5.0,113.0,76.0,416.0,796,7712.0,1692,1196,9.0,303.0,15.0,1389,156.0,360.0,1629.0,3581.0,5409.0
8246,298.0,226.0,1838.0,94.0,319,2761,5763.0,532.0,2727.0,272.0,338,5349,6742,9.0,4265,622,23.0,786.0,26.0,220.0,9.0,1397.0,8.0,333.0,2455.0,6.0,111.0,75.0,382.0,789,7510.0,1734,1210,11.0,284.0,15.0,1317,152.0,355.0,2232.0,4298.0,6588.0
8247,356.0,248.0,1839.0,94.0,304,2766,6714.0,607.0,3037.0,270.0,338,5359,6956,10.0,4445,637,23.0,826.0,25.0,224.0,9.0,1739.0,7.0,335.0,2455.0,6.0,112.0,78.0,390.0,759,7878.0,1863,1376,13.0,335.0,24.0,1327,146.0,359.0,2936.0,5661.0,7895.0
8248,371.0,258.0,1818.0,91.0,302,2758,6922.0,616.0,3095.0,272.0,343,5522,6943,10.0,4422,631,25.0,839.0,10.0,221.0,10.0,1861.0,9.0,334.0,2451.0,6.0,111.0,78.0,381.0,761,7922.0,1840,1406,14.0,335.0,27.0,1523,169.0,379.0,2941.0,5730.0,7895.0
8249,374.0,258.0,1801.0,94.0,311,2750,6785.0,619.0,3057.0,274.0,344,5566,6917,9.0,4431,636,25.0,850.0,9.0,222.0,10.0,1899.0,8.0,332.0,2455.0,6.0,111.0,78.0,392.0,757,7870.0,1821,1393,14.0,336.0,30.0,1524,166.0,378.0,2932.0,5873.0,7852.0
8250,376.0,256.0,1788.0,98.0,329,2847,6801.0,617.0,3032.0,273.0,346,5594,7006,10.0,4474,628,24.0,862.0,10.0,221.0,10.0,1948.0,8.0,334.0,2431.0,6.0,110.0,77.0,394.0,756,7894.0,1838,1387,14.0,338.0,30.0,1525,169.0,380.0,2930.0,5897.0,7885.0
8251,377.0,258.0,1794.0,98.0,339,2883,6838.0,612.0,3045.0,274.0,350,5602,7041,10.0,4503,642,24.0,859.0,10.0,232.0,10.0,1949.0,9.0,336.0,2460.0,6.0,113.0,77.0,389.0,763,7923.0,1848,1396,14.0,310.0,31.0,1561,165.0,381.0,3072.0,5883.0,7837.0
8252,374.0,258.0,1793.0,100.0,350,2907,6869.0,605.0,3091.0,276.0,348,5653,7032,9.0,4493,634,23.0,936.0,10.0,241.0,10.0,1936.0,9.0,335.0,2444.0,6.0,111.0,77.0,391.0,759,7859.0,1830,1394,14.0,311.0,30.0,1559,166.0,380.0,3145.0,5880.0,7824.0
8253,377.0,255.0,1762.0,98.0,352,2903,6872.0,608.0,3109.0,276.0,350,5628,7014,10.0,4476,635,23.0,948.0,10.0,238.0,10.0,1947.0,10.0,333.0,2403.0,6.0,111.0,77.0,383.0,762,7842.0,1843,1376,14.0,315.0,31.0,1514,146.0,377.0,3139.0,5871.0,7820.0
8254,373.0,258.0,1782.0,101.0,352,2913,6860.0,611.0,3107.0,275.0,347,5638,7025,10.0,4484,644,24.0,961.0,10.0,238.0,10.0,1935.0,10.0,334.0,2385.0,6.0,113.0,76.0,384.0,760,7830.0,1845,1384,14.0,318.0,31.0,1518,146.0,378.0,3144.0,5770.0,7656.0
8255,375.0,256.0,1757.0,101.0,352,2906,6825.0,604.0,3068.0,276.0,350,5570,7018,10.0,4464,649,24.0,964.0,10.0,234.0,10.0,1933.0,9.0,332.0,2342.0,6.0,112.0,77.0,385.0,759,7766.0,1835,1382,14.0,318.0,31.0,1511,146.0,378.0,3112.0,5758.0,7628.0
8256,373.0,254.0,1756.0,101.0,352,2908,6756.0,593.0,3050.0,273.0,349,5547,7008,9.0,4497,651,24.0,970.0,10.0,228.0,10.0,1932.0,9.0,332.0,2313.0,6.0,113.0,76.0,385.0,756,7837.0,1846,1370,14.0,315.0,29.0,1518,146.0,377.0,3106.0,5730.0,7594.0
8257,374.0,254.0,1749.0,99.0,349,2877,6791.0,613.0,3067.0,272.0,344,5530,7078,10.0,4493,636,24.0,916.0,10.0,229.0,6.0,1942.0,9.0,333.0,2274.0,6.0,112.0,77.0,382.0,755,7847.0,1857,1394,14.0,260.0,29.0,1521,130.0,379.0,3137.0,5780.0,7687.0
8258,373.0,257.0,1733.0,98.0,352,2901,6797.0,622.0,3063.0,251.0,339,5498,7097,9.0,4491,645,23.0,935.0,11.0,231.0,6.0,1937.0,9.0,334.0,2142.0,6.0,111.0,82.0,390.0,752,7723.0,1849,1388,14.0,239.0,30.0,1539,150.0,377.0,3139.0,5840.0,7673.0
8259,373.0,256.0,1747.0,105.0,360,2931,6829.0,631.0,3053.0,257.0,343,5395,7154,10.0,4539,647,24.0,920.0,11.0,237.0,6.0,1954.0,9.0,336.0,2016.0,6.0,111.0,90.0,395.0,755,7837.0,1867,1392,14.0,248.0,31.0,1560,149.0,378.0,3151.0,5851.0,7524.0
8260,372.0,258.0,1745.0,104.0,361,2968,6826.0,630.0,3078.0,236.0,338,5355,7109,10.0,4544,656,24.0,925.0,8.0,239.0,4.0,1931.0,9.0,334.0,2.0,6.0,3.0,88.0,377.0,756,7687.0,1862,1390,14.0,225.0,30.0,1574,150.0,379.0,3157.0,5869.0,7559.0
8261,375.0,258.0,1732.0,104.0,362,2931,6762.0,622.0,3057.0,234.0,335,5126,7060,10.0,4513,659,24.0,926.0,9.0,238.0,4.0,1937.0,8.0,332.0,3.0,6.0,2.0,90.0,376.0,754,7669.0,1851,1385,14.0,222.0,27.0,1563,151.0,379.0,3144.0,5843.0,7527.0
8262,370.0,256.0,1854.0,105.0,361,2931,6668.0,616.0,2951.0,238.0,309,4862,6954,10.0,4330,666,24.0,936.0,9.0,226.0,4.0,1937.0,7.0,335.0,2.0,5.0,3.0,83.0,375.0,562,7269.0,1795,1379,13.0,198.0,28.0,1546,151.0,349.0,3107.0,5699.0,7488.0
8263,377.0,256.0,1917.0,96.0,396,2917,6785.0,626.0,3023.0,251.0,321,4959,7041,10.0,4415,671,25.0,953.0,9.0,221.0,5.0,1939.0,9.0,330.0,2.0,6.0,3.0,83.0,375.0,563,7773.0,2054,1383,14.0,200.0,32.0,1560,151.0,353.0,3160.0,5709.0,7523.0
8264,377.0,256.0,1935.0,95.0,401,2901,6830.0,631.0,3101.0,249.0,322,4954,7145,10.0,4428,663,25.0,950.0,9.0,224.0,5.0,1950.0,8.0,335.0,2.0,6.0,3.0,82.0,375.0,563,7927.0,2212,1393,14.0,200.0,31.0,1569,151.0,349.0,3163.0,5698.0,7522.0
8265,373.0,255.0,2115.0,95.0,408,3033,6847.0,637.0,3179.0,251.0,323,4954,7144,11.0,4453,645,24.0,947.0,9.0,224.0,5.0,1935.0,9.0,321.0,2.0,6.0,3.0,82.0,375.0,562,7898.0,2282,1389,14.0,198.0,33.0,1576,150.0,352.0,3153.0,5698.0,7514.0
8266,376.0,256.0,2149.0,98.0,409,3019,6846.0,639.0,3196.0,222.0,328,4955,7171,10.0,4473,633,25.0,937.0,7.0,228.0,5.0,1946.0,9.0,323.0,2.0,6.0,3.0,81.0,382.0,562,7917.0,2402,1397,14.0,201.0,31.0,1584,149.0,352.0,3159.0,5707.0,7528.0
8267,376.0,255.0,2255.0,105.0,406,3105,6883.0,641.0,3210.0,223.0,327,4931,7160,11.0,4448,650,24.0,1006.0,9.0,224.0,5.0,1952.0,9.0,324.0,2.0,6.0,3.0,82.0,377.0,575,7927.0,2673,1404,17.0,201.0,33.0,1594,151.0,355.0,3171.0,5718.0,7448.0
8268,381.0,259.0,2287.0,123.0,444,3430,6855.0,642.0,3208.0,222.0,311,4937,7166,11.0,4466,650,26.0,1014.0,8.0,228.0,5.0,1956.0,9.0,324.0,2.0,6.0,3.0,83.0,379.0,580,7895.0,2996,1404,17.0,198.0,33.0,1599,149.0,347.0,3148.0,5691.0,7407.0
8269,379.0,257.0,2318.0,122.0,443,3483,6861.0,648.0,3215.0,220.0,311,4876,7144,11.0,4462,650,25.0,1015.0,19.0,277.0,5.0,1944.0,9.0,324.0,2.0,6.0,3.0,86.0,382.0,592,7905.0,3117,1404,18.0,201.0,32.0,1599,150.0,347.0,3157.0,5715.0,7446.0
8270,374.0,251.0,2583.0,123.0,445,3427,6864.0,650.0,3200.0,219.0,309,4829,7113,11.0,4468,659,23.0,1010.0,18.0,276.0,4.0,1955.0,9.0,326.0,2.0,6.0,2.0,85.0,380.0,590,7916.0,3202,1402,19.0,202.0,34.0,1603,150.0,348.0,3162.0,5726.0,7414.0
8271,379.0,266.0,3145.0,122.0,428,3310,6801.0,667.0,3222.0,222.0,308,4587,6823,10.0,4484,659,17.0,993.0,19.0,280.0,5.0,1933.0,10.0,304.0,2.0,6.0,2.0,85.0,380.0,592,7887.0,3198,1399,19.0,236.0,33.0,1654,150.0,349.0,3170.0,5723.0,7512.0
8272,380.0,269.0,3320.0,166.0,505,4174,6834.0,673.0,3239.0,223.0,317,4576,6858,9.0,4473,657,17.0,993.0,20.0,279.0,5.0,1961.0,10.0,316.0,2.0,6.0,2.0,85.0,383.0,673,7832.0,3212,1700,19.0,220.0,33.0,1649,150.0,352.0,3178.0,5720.0,7584.0
8273,374.0,260.0,3365.0,193.0,524,4425,6807.0,670.0,3262.0,229.0,310,4575,6880,8.0,4483,662,17.0,990.0,20.0,283.0,5.0,1966.0,9.0,309.0,2.0,6.0,2.0,86.0,388.0,667,7866.0,3214,1710,19.0,230.0,31.0,1642,150.0,351.0,3184.0,5736.0,7587.0
8274,372.0,267.0,3344.0,194.0,525,4529,6820.0,673.0,3251.0,228.0,304,4494,6845,9.0,4484,666,17.0,990.0,21.0,281.0,5.0,1962.0,9.0,310.0,2.0,6.0,2.0,87.0,389.0,667,7898.0,3215,1727,19.0,231.0,31.0,1634,150.0,350.0,3175.0,5736.0,7610.0
8275,374.0,269.0,3364.0,206.0,540,4731,6831.0,673.0,3259.0,230.0,286,4403,6892,9.0,4508,669,17.0,992.0,22.0,278.0,5.0,1941.0,10.0,310.0,3.0,6.0,2.0,86.0,394.0,672,7873.0,3197,1848,20.0,294.0,30.0,1612,145.0,328.0,3180.0,5884.0,7567.0
8276,371.0,270.0,3350.0,220.0,586,5366,6729.0,674.0,3204.0,229.0,275,4192,6818,9.0,4492,659,19.0,979.0,21.0,284.0,4.0,1948.0,10.0,310.0,3.0,6.0,2.0,87.0,366.0,669,7920.0,3207,1897,19.0,302.0,33.0,1618,144.0,330.0,3190.0,5910.0,7673.0
8277,372.0,271.0,3385.0,244.0,678,6516,6777.0,677.0,3244.0,181.0,255,3343,6776,10.0,4516,638,15.0,930.0,21.0,281.0,4.0,1946.0,10.0,310.0,3.0,6.0,2.0,87.0,332.0,667,7892.0,3260,1953,20.0,310.0,33.0,1240,107.0,296.0,3206.0,5904.0,7675.0
8278,373.0,276.0,3395.0,250.0,680,6818,6735.0,673.0,3233.0,184.0,227,3061,6674,9.0,4504,621,14.0,935.0,20.0,283.0,4.0,1929.0,9.0,307.0,3.0,6.0,2.0,79.0,338.0,570,7859.0,3244,1959,19.0,314.0,32.0,1164,107.0,267.0,3198.0,5906.0,7696.0
8279,366.0,276.0,3415.0,251.0,689,6834,6709.0,663.0,3202.0,181.0,136,1968,6667,10.0,4502,579,16.0,895.0,21.0,284.0,4.0,1865.0,10.0,298.0,3.0,6.0,2.0,78.0,332.0,567,7876.0,3233,1956,20.0,308.0,33.0,1047,108.0,180.0,3199.0,5899.0,7664.0
8280,373.0,284.0,3421.0,250.0,694,6945,6655.0,667.0,3219.0,194.0,134,1975,6707,10.0,4535,624,17.0,920.0,20.0,278.0,4.0,1871.0,10.0,354.0,3.0,6.0,2.0,77.0,332.0,569,7936.0,3280,1973,20.0,320.0,34.0,1037,108.0,183.0,3215.0,5926.0,7732.0
8281,379.0,287.0,3466.0,256.0,699,6960,6572.0,660.0,3188.0,203.0,137,1992,6681,10.0,4555,643,18.0,969.0,20.0,250.0,4.0,1878.0,10.0,392.0,3.0,7.0,2.0,77.0,334.0,563,7890.0,3267,1978,20.0,322.0,33.0,1048,107.0,183.0,3212.0,5917.0,7734.0
8282,379.0,290.0,3517.0,254.0,712,6951,6721.0,660.0,3284.0,203.0,194,2110,6639,10.0,4529,644,18.0,967.0,21.0,253.0,4.0,1862.0,10.0,412.0,3.0,6.0,2.0,79.0,378.0,566,7840.0,3300,1982,20.0,318.0,35.0,1284,122.0,198.0,3221.0,5936.0,7765.0
8283,378.0,282.0,3590.0,254.0,711,6973,6841.0,665.0,3317.0,205.0,201,2153,6637,10.0,4501,667,21.0,949.0,21.0,261.0,4.0,1849.0,10.0,393.0,3.0,7.0,2.0,80.0,385.0,571,7626.0,3286,1961,20.0,295.0,35.0,1316,124.0,198.0,3210.0,5834.0,7923.0
8284,380.0,281.0,3566.0,255.0,722,6969,6942.0,664.0,3275.0,208.0,202,2212,6438,10.0,4437,651,21.0,947.0,21.0,266.0,4.0,1755.0,10.0,391.0,3.0,7.0,2.0,82.0,389.0,575,7519.0,3283,1961,18.0,299.0,35.0,1317,121.0,198.0,3184.0,5689.0,7628.0
8285,379.0,280.0,3573.0,257.0,716,6988,6919.0,663.0,3290.0,209.0,200,2227,6415,9.0,4437,649,22.0,948.0,21.0,266.0,4.0,1727.0,9.0,391.0,3.0,7.0,2.0,82.0,396.0,586,7363.0,3237,1940,18.0,301.0,34.0,1337,121.0,197.0,3185.0,5607.0,7053.0
